nombre,categoria,precio,marca,precio_anterior,referencia,etiqueta,stock,descripcion_secciones,especificaciones,info_marca
AMD Ryzen 5 5600,Procesador,2200,AMD,,100-100000927BOX,,25,"Descripción general | AMD Ryzen 5 5600: Procesador confiable de 6 núcleos, ideal para gaming 1080p y uso general. || Rendimiento y arquitectura | El AMD Ryzen 5 5600 ofrece un rendimiento sólido para gaming y productividad. Su arquitectura moderna garantiza eficiencia energética y capacidad de respuesta en tareas exigentes como edición, renderizado y multitarea pesada. || Compatibilidad | Este procesador AMD es compatible con placas madre del socket correspondiente, facilitando su integración en builds nuevas o actualizaciones. Verifica el socket de tu placa madre antes de comprar. || Casos de uso recomendados | Ideal para gamers, creadores de contenido y profesionales que buscan un equilibrio entre potencia y eficiencia. Funciona excelente para gaming en 1080p/1440p y cargas de trabajo de productividad.",Especificaciones del procesador: Socket=AM4; Núcleos=6 / Hilos - 12; Frecuencia=3.5-4.4 GHz; TDP=65W; Caché L3=32MB || General: Marca=AMD; Categoría=Procesador; Garantía=12 meses,"AMD es líder mundial en procesadores y tarjetas gráficas de alto rendimiento. Reconocida por su arquitectura Zen y RDNA, ofrece excelente relación precio-rendimiento para gaming y productividad profesional."
Lian Li Galahad II 360,Refrigeración,3400,Lian Li,,GALAHAD-II-360-W,NUEVO,4,"Descripción general | Lian Li Galahad II 360: Diseño elegante con excelente rendimiento térmico. || Rendimiento térmico | El Lian Li Galahad II 360 mantiene tu procesador a temperaturas óptimas incluso bajo cargas intensas. Una buena refrigeración permite mejor rendimiento sostenido y prolonga la vida útil de tus componentes. || Diseño y nivel de ruido | Su diseño equilibra disipación de calor y operación silenciosa. Los ventiladores optimizados mueven aire de forma eficiente sin generar ruido molesto durante el uso diario o el gaming. || Casos de uso recomendados | Ideal para mantener fresco tu procesador, especialmente si haces overclocking o tienes un CPU de gama alta. Una refrigeración adecuada es clave para la estabilidad del sistema.",Especificaciones de refrigeración: Tipo=Líquida AIO; Radiador=360mm; Ventiladores=3x120mm ARGB; TDP soportado=hasta 300W || General: Marca=Lian Li; Categoría=Refrigeración; Garantía=12 meses,"Lian Li es fabricante premium de gabinetes de aluminio, reconocido mundialmente por su línea O11 Dynamic, favorita para watercooling."
Logitech G102 Lightsync,Mouse,350,Logitech,,910-005823,,35,"Descripción general | Logitech G102 Lightsync: El mouse gamer de entrada más popular del mercado. || Precisión y sensor | El Logitech G102 Lightsync ofrece seguimiento preciso para gaming y trabajo. Su sensor de alta resolución garantiza movimientos exactos y respuesta inmediata, marcando la diferencia en juegos competitivos. || Ergonomía y diseño | Diseñado para comodidad durante largas sesiones de uso. Su forma y peso están optimizados para reducir la fatiga, con botones programables para mayor productividad o ventaja en juegos. || Casos de uso recomendados | Ideal para gamers y usuarios que buscan precisión y comodidad. Un buen mouse mejora tanto la experiencia de juego como la productividad diaria.",Especificaciones del mouse: DPI=hasta 8000; Botones=6; Conexión=Cable USB; Peso=85g || General: Marca=Logitech; Categoría=Mouse; Garantía=12 meses,Logitech es líder mundial en periféricos. Su línea G de gaming ofrece mouses y teclados usados por jugadores profesionales en todo el mundo.
Logitech G203 Lightsync,Mouse,450,Logitech,,910-005793,,30,"Descripción general | Logitech G203 Lightsync: Versión mejorada del G102 con mejor sensor. || Precisión y sensor | El Logitech G203 Lightsync ofrece seguimiento preciso para gaming y trabajo. Su sensor de alta resolución garantiza movimientos exactos y respuesta inmediata, marcando la diferencia en juegos competitivos. || Ergonomía y diseño | Diseñado para comodidad durante largas sesiones de uso. Su forma y peso están optimizados para reducir la fatiga, con botones programables para mayor productividad o ventaja en juegos. || Casos de uso recomendados | Ideal para gamers y usuarios que buscan precisión y comodidad. Un buen mouse mejora tanto la experiencia de juego como la productividad diaria.",Especificaciones del mouse: DPI=hasta 8000; Botones=6; Conexión=Cable USB; Peso=85g || General: Marca=Logitech; Categoría=Mouse; Garantía=12 meses,Logitech es líder mundial en periféricos. Su línea G de gaming ofrece mouses y teclados usados por jugadores profesionales en todo el mundo.
Logitech G502 Hero,Mouse,950,Logitech,,910-005469,HOT,20,"Descripción general | Logitech G502 Hero: El mouse gamer más vendido de la historia, con pesas ajustables. || Precisión y sensor | El Logitech G502 Hero ofrece seguimiento preciso para gaming y trabajo. Su sensor de alta resolución garantiza movimientos exactos y respuesta inmediata, marcando la diferencia en juegos competitivos. || Ergonomía y diseño | Diseñado para comodidad durante largas sesiones de uso. Su forma y peso están optimizados para reducir la fatiga, con botones programables para mayor productividad o ventaja en juegos. || Casos de uso recomendados | Ideal para gamers y usuarios que buscan precisión y comodidad. Un buen mouse mejora tanto la experiencia de juego como la productividad diaria.",Especificaciones del mouse: DPI=hasta 25600; Botones=11; Conexión=Cable USB; Peso=121g || General: Marca=Logitech; Categoría=Mouse; Garantía=12 meses,Logitech es líder mundial en periféricos. Su línea G de gaming ofrece mouses y teclados usados por jugadores profesionales en todo el mundo.
Logitech G Pro X Superlight,Mouse,2400,Logitech,,910-005878,,10,"Descripción general | Logitech G Pro X Superlight: Ultraligero inalámbrico usado por jugadores profesionales. || Precisión y sensor | El Logitech G Pro X Superlight ofrece seguimiento preciso para gaming y trabajo. Su sensor de alta resolución garantiza movimientos exactos y respuesta inmediata, marcando la diferencia en juegos competitivos. || Ergonomía y diseño | Diseñado para comodidad durante largas sesiones de uso. Su forma y peso están optimizados para reducir la fatiga, con botones programables para mayor productividad o ventaja en juegos. || Casos de uso recomendados | Ideal para gamers y usuarios que buscan precisión y comodidad. Un buen mouse mejora tanto la experiencia de juego como la productividad diaria.",Especificaciones del mouse: DPI=hasta 25600; Botones=5; Conexión=Inalámbrica (Lightspeed); Peso=63g || General: Marca=Logitech; Categoría=Mouse; Garantía=12 meses,Logitech es líder mundial en periféricos. Su línea G de gaming ofrece mouses y teclados usados por jugadores profesionales en todo el mundo.
Logitech MX Master 3S,Mouse,2200,Logitech,,910-006559,NUEVO,12,"Descripción general | Logitech MX Master 3S: El mejor mouse de productividad para oficina y diseño. || Precisión y sensor | El Logitech MX Master 3S ofrece seguimiento preciso para gaming y trabajo. Su sensor de alta resolución garantiza movimientos exactos y respuesta inmediata, marcando la diferencia en juegos competitivos. || Ergonomía y diseño | Diseñado para comodidad durante largas sesiones de uso. Su forma y peso están optimizados para reducir la fatiga, con botones programables para mayor productividad o ventaja en juegos. || Casos de uso recomendados | Ideal para gamers y usuarios que buscan precisión y comodidad. Un buen mouse mejora tanto la experiencia de juego como la productividad diaria.",Especificaciones del mouse: DPI=hasta 8000; Botones=7; Conexión=Inalámbrica (Bluetooth/USB); Peso=141g || General: Marca=Logitech; Categoría=Mouse; Garantía=12 meses,Logitech es líder mundial en periféricos. Su línea G de gaming ofrece mouses y teclados usados por jugadores profesionales en todo el mundo.
Razer DeathAdder V3,Mouse,1100,Razer,,RZ01-04640100-R3M1,,18,"Descripción general | Razer DeathAdder V3: Forma ergonómica icónica con sensor de alta precisión. || Precisión y sensor | El Razer DeathAdder V3 ofrece seguimiento preciso para gaming y trabajo. Su sensor de alta resolución garantiza movimientos exactos y respuesta inmediata, marcando la diferencia en juegos competitivos. || Ergonomía y diseño | Diseñado para comodidad durante largas sesiones de uso. Su forma y peso están optimizados para reducir la fatiga, con botones programables para mayor productividad o ventaja en juegos. || Casos de uso recomendados | Ideal para gamers y usuarios que buscan precisión y comodidad. Un buen mouse mejora tanto la experiencia de juego como la productividad diaria.",Especificaciones del mouse: DPI=hasta 30000; Botones=5; Conexión=Cable USB; Peso=59g || General: Marca=Razer; Categoría=Mouse; Garantía=12 meses,"Razer es marca gaming premium reconocida por sus periféricos de alto rendimiento e iluminación Chroma RGB, favorita entre gamers."
Razer Viper Mini,Mouse,650,Razer,,RZ01-03250100-R3M1,,22,"Descripción general | Razer Viper Mini: Compacto y ligero, ideal para manos pequeñas. || Precisión y sensor | El Razer Viper Mini ofrece seguimiento preciso para gaming y trabajo. Su sensor de alta resolución garantiza movimientos exactos y respuesta inmediata, marcando la diferencia en juegos competitivos. || Ergonomía y diseño | Diseñado para comodidad durante largas sesiones de uso. Su forma y peso están optimizados para reducir la fatiga, con botones programables para mayor productividad o ventaja en juegos. || Casos de uso recomendados | Ideal para gamers y usuarios que buscan precisión y comodidad. Un buen mouse mejora tanto la experiencia de juego como la productividad diaria.",Especificaciones del mouse: DPI=hasta 8500; Botones=6; Conexión=Cable USB; Peso=61g || General: Marca=Razer; Categoría=Mouse; Garantía=12 meses,"Razer es marca gaming premium reconocida por sus periféricos de alto rendimiento e iluminación Chroma RGB, favorita entre gamers."
Razer Basilisk V3,Mouse,1350,Razer,,RZ01-04790100-R3M1,,14,"Descripción general | Razer Basilisk V3: Rueda de desplazamiento con resistencia ajustable. || Precisión y sensor | El Razer Basilisk V3 ofrece seguimiento preciso para gaming y trabajo. Su sensor de alta resolución garantiza movimientos exactos y respuesta inmediata, marcando la diferencia en juegos competitivos. || Ergonomía y diseño | Diseñado para comodidad durante largas sesiones de uso. Su forma y peso están optimizados para reducir la fatiga, con botones programables para mayor productividad o ventaja en juegos. || Casos de uso recomendados | Ideal para gamers y usuarios que buscan precisión y comodidad. Un buen mouse mejora tanto la experiencia de juego como la productividad diaria.",Especificaciones del mouse: DPI=hasta 26000; Botones=11; Conexión=Cable USB; Peso=101g || General: Marca=Razer; Categoría=Mouse; Garantía=12 meses,"Razer es marca gaming premium reconocida por sus periféricos de alto rendimiento e iluminación Chroma RGB, favorita entre gamers."
Razer Cobra,Mouse,850,Razer,,RZ01-04650100-R3U1,,16,"Descripción general | Razer Cobra: Simétrico y ligero con iluminación Chroma RGB. || Precisión y sensor | El Razer Cobra ofrece seguimiento preciso para gaming y trabajo. Su sensor de alta resolución garantiza movimientos exactos y respuesta inmediata, marcando la diferencia en juegos competitivos. || Ergonomía y diseño | Diseñado para comodidad durante largas sesiones de uso. Su forma y peso están optimizados para reducir la fatiga, con botones programables para mayor productividad o ventaja en juegos. || Casos de uso recomendados | Ideal para gamers y usuarios que buscan precisión y comodidad. Un buen mouse mejora tanto la experiencia de juego como la productividad diaria.",Especificaciones del mouse: DPI=hasta 8500; Botones=6; Conexión=Cable USB; Peso=72g || General: Marca=Razer; Categoría=Mouse; Garantía=12 meses,"Razer es marca gaming premium reconocida por sus periféricos de alto rendimiento e iluminación Chroma RGB, favorita entre gamers."
Corsair Harpoon RGB Pro,Mouse,550,Corsair,,CH-9301111-NA,,25,"Descripción general | Corsair Harpoon RGB Pro: Mouse compacto con buena relación precio-características. || Precisión y sensor | El Corsair Harpoon RGB Pro ofrece seguimiento preciso para gaming y trabajo. Su sensor de alta resolución garantiza movimientos exactos y respuesta inmediata, marcando la diferencia en juegos competitivos. || Ergonomía y diseño | Diseñado para comodidad durante largas sesiones de uso. Su forma y peso están optimizados para reducir la fatiga, con botones programables para mayor productividad o ventaja en juegos. || Casos de uso recomendados | Ideal para gamers y usuarios que buscan precisión y comodidad. Un buen mouse mejora tanto la experiencia de juego como la productividad diaria.",Especificaciones del mouse: DPI=hasta 12000; Botones=6; Conexión=Cable USB; Peso=86g || General: Marca=Corsair; Categoría=Mouse; Garantía=12 meses,"Corsair es referente en componentes y periféricos gaming: memorias, fuentes de poder, refrigeración y gabinetes de alta calidad reconocidos mundialmente."
Corsair Ironclaw RGB,Mouse,950,Corsair,,CH-9307011-NA,,14,"Descripción general | Corsair Ironclaw RGB: Diseño ergonómico para manos grandes, sensor de alta precisión. || Precisión y sensor | El Corsair Ironclaw RGB ofrece seguimiento preciso para gaming y trabajo. Su sensor de alta resolución garantiza movimientos exactos y respuesta inmediata, marcando la diferencia en juegos competitivos. || Ergonomía y diseño | Diseñado para comodidad durante largas sesiones de uso. Su forma y peso están optimizados para reducir la fatiga, con botones programables para mayor productividad o ventaja en juegos. || Casos de uso recomendados | Ideal para gamers y usuarios que buscan precisión y comodidad. Un buen mouse mejora tanto la experiencia de juego como la productividad diaria.",Especificaciones del mouse: DPI=hasta 18000; Botones=7; Conexión=Cable USB; Peso=105g || General: Marca=Corsair; Categoría=Mouse; Garantía=12 meses,"Corsair es referente en componentes y periféricos gaming: memorias, fuentes de poder, refrigeración y gabinetes de alta calidad reconocidos mundialmente."
Corsair Dark Core RGB Pro,Mouse,1850,Corsair,,CH-9315411-NA,,8,"Descripción general | Corsair Dark Core RGB Pro: Inalámbrico con carga inalámbrica Qi compatible. || Precisión y sensor | El Corsair Dark Core RGB Pro ofrece seguimiento preciso para gaming y trabajo. Su sensor de alta resolución garantiza movimientos exactos y respuesta inmediata, marcando la diferencia en juegos competitivos. || Ergonomía y diseño | Diseñado para comodidad durante largas sesiones de uso. Su forma y peso están optimizados para reducir la fatiga, con botones programables para mayor productividad o ventaja en juegos. || Casos de uso recomendados | Ideal para gamers y usuarios que buscan precisión y comodidad. Un buen mouse mejora tanto la experiencia de juego como la productividad diaria.",Especificaciones del mouse: DPI=hasta 18000; Botones=8; Conexión=Inalámbrica/Cable; Peso=133g || General: Marca=Corsair; Categoría=Mouse; Garantía=12 meses,"Corsair es referente en componentes y periféricos gaming: memorias, fuentes de poder, refrigeración y gabinetes de alta calidad reconocidos mundialmente."
HyperX Pulsefire Haste,Mouse,750,HyperX,,4P5D7AA,,19,"Descripción general | HyperX Pulsefire Haste: Diseño con carcasa perforada para reducir peso. || Precisión y sensor | El HyperX Pulsefire Haste ofrece seguimiento preciso para gaming y trabajo. Su sensor de alta resolución garantiza movimientos exactos y respuesta inmediata, marcando la diferencia en juegos competitivos. || Ergonomía y diseño | Diseñado para comodidad durante largas sesiones de uso. Su forma y peso están optimizados para reducir la fatiga, con botones programables para mayor productividad o ventaja en juegos. || Casos de uso recomendados | Ideal para gamers y usuarios que buscan precisión y comodidad. Un buen mouse mejora tanto la experiencia de juego como la productividad diaria.",Especificaciones del mouse: DPI=hasta 16000; Botones=6; Conexión=Cable USB; Peso=59g || General: Marca=HyperX; Categoría=Mouse; Garantía=12 meses,"HyperX es marca gaming reconocida por sus memorias, periféricos y audífonos. Ofrece productos confiables con estética orientada a jugadores."
